chr	start	end	strand	gene_id	transcript_id	gene_name	gene_biotype	transcript_biotype
X	522048	523862	+	YJR046W	YJR046W_mRNA	TAH11	protein_coding	protein_coding
X	524012	524093	-	tS(AGA)J	tS(AGA)J_tRNA	tS(AGA)J	tRNA	tRNA
X	524908	525381	-	YJR047C	YJR047C_mRNA	ANB1	protein_coding	protein_coding
X	526335	526664	+	YJR048W	YJR048W_mRNA	CYC1	protein_coding	protein_coding
X	526884	528476	-	YJR049C	YJR049C_mRNA	YJR049C	protein_coding	protein_coding
X	528697	529404	+	YJR050W	YJR050W_mRNA	ISY1	protein_coding	protein_coding
X	529861	531366	+	YJR051W	YJR051W_mRNA	OSM1	protein_coding	protein_coding
X	531828	531898	+	tG(GCC)J2	tG(GCC)J2_tRNA	tG(GCC)J2	tRNA	tRNA
X	532062	533759	+	YJR052W	YJR052W_mRNA	YJR052W	protein_coding	protein_coding
X	534027	535751	+	YJR053W	YJR053W_mRNA	BFA1	protein_coding	protein_coding
X	536056	537549	+	YJR054W	YJR054W_mRNA	YJR054W	protein_coding	protein_coding
X	538555	538626	+	tR(CCU)J	tR(CCU)J_tRNA	tR(CCU)J	tRNA	tRNA
X	538772	539266	+	YJR055W	YJR055W_mRNA	YJR055W	protein_coding	protein_coding
X	541508	541579	+	tD(GUC)J4	tD(GUC)J4_tRNA	tD(GUC)J4	tRNA	tRNA
X	541792	542502	-	YJR056C	YJR056C_mRNA	YJR056C	protein_coding	protein_coding
X	542956	543044	-	tY(GUA)J2	tY(GUA)J2_tRNA	tY(GUA)J2	tRNA	tRNA
X	544062	544712	+	YJR057W	YJR057W_mRNA	YJR057W	protein_coding	protein_coding
X	544732	545175	-	YJR058C	YJR058C_mRNA	APS2	protein_coding	protein_coding
X	545787	548243	+	YJR059W	YJR059W_mRNA	PTK2	protein_coding	protein_coding
X	548759	549814	+	YJR060W	YJR060W_mRNA	CBF1	protein_coding	protein_coding
X	550511	553318	+	YJR061W	YJR061W_mRNA	YJR061W	protein_coding	protein_coding
X	553476	554849	-	YJR062C	YJR062C_mRNA	NTA1	protein_coding	protein_coding
X	555195	555572	+	YJR063W	YJR063W_mRNA	RPA12	protein_coding	protein_coding
X	555914	557602	+	YJR064W	YJR064W_mRNA	CCT5	protein_coding	protein_coding
X	557809	559158	-	YJR065C	YJR065C_mRNA	ARP3	protein_coding	protein_coding
X	559416	566828	+	YJR066W	YJR066W_mRNA	TOR1	protein_coding	protein_coding
X	567019	567444	-	YJR067C	YJR067C_mRNA	YJR067C	protein_coding	protein_coding
X	567643	568704	+	YJR068W	YJR068W_mRNA	YJR068W	protein_coding	protein_coding
X	568806	569399	-	YJR069C	YJR069C_mRNA	YJR069C	protein_coding	protein_coding
X	569621	570598	-	YJR070C	YJR070C_mRNA	LIA1	protein_coding	protein_coding
X	570405	570773	+	YJR071W	YJR071W_mRNA	YJR071W	protein_coding	protein_coding
X	570967	572124	-	YJR072C	YJR072C_mRNA	NPA3	protein_coding	protein_coding
X	572315	572935	-	YJR073C	YJR073C_mRNA	OPI3	protein_coding	protein_coding
X	573095	573751	+	YJR074W	YJR074W_mRNA	YJR074W	protein_coding	protein_coding
X	573981	575171	+	YJR075W	YJR075W_mRNA	YJR075W	protein_coding	protein_coding
X	575354	576601	-	YJR076C	YJR076C_mRNA	CDC11	protein_coding	protein_coding
X	577255	578190	-	YJR077C	YJR077C_mRNA	MIR1	protein_coding	protein_coding
X	578860	580221	+	YJR078W	YJR078W_mRNA	YJR078W	protein_coding	protein_coding
X	580205	581239	+	YJR079W	YJR079W_mRNA	YJR079W	protein_coding	protein_coding
X	580432	581616	-	YJR080C	YJR080C_mRNA	AIM24	protein_coding	protein_coding
X	581914	582255	-	YJR082C	YJR082C_mRNA	YJR082C	protein_coding	protein_coding
X	582608	583537	-	YJR083C	YJR083C_mRNA	YJR083C	protein_coding	protein_coding
X	583733	585004	+	YJR084W	YJR084W_mRNA	YJR084W	protein_coding	protein_coding
X	585120	585437	-	YJR085C	YJR085C_mRNA	YJR085C	protein_coding	protein_coding
X	586068	586400	+	YJR086W	YJR086W_mRNA	YJR086W	protein_coding	protein_coding
X	586400	586750	+	YJR087W	YJR087W_mRNA	YJR087W	protein_coding	protein_coding
X	586495	587373	-	YJR088C	YJR088C_mRNA	YJR088C	protein_coding	protein_coding
X	587718	590582	+	YJR089W	YJR089W_mRNA	YJR089W	protein_coding	protein_coding
X	590872	594327	-	YJR090C	YJR090C_mRNA	GRR1	protein_coding	protein_coding
X	595061	598336	-	YJR091C	YJR091C_mRNA	JSN1	protein_coding	protein_coding
X	598735	603078	+	YJR092W	YJR092W_mRNA	YJR092W	protein_coding	protein_coding
X	603220	604203	-	YJR093C	YJR093C_mRNA	YJR093C	protein_coding	protein_coding
X	604569	605651	-	YJR094C	YJR094C_mRNA	YJR094C	protein_coding	protein_coding
X	605936	607424	-	IRT1	IRT1_ncRNA	IRT1	ncRNA	ncRNA
X	608305	608858	+	YJR094W-A	YJR094W-A_mRNA	RPL43B	protein_coding	protein_coding
X	609773	610741	+	YJR095W	YJR095W_mRNA	SFC1	protein_coding	protein_coding
X	611195	612043	+	YJR096W	YJR096W_mRNA	YJR096W	protein_coding	protein_coding
X	612413	612931	+	YJR097W	YJR097W_mRNA	JJJ3	protein_coding	protein_coding
X	613186	615156	-	YJR098C	YJR098C_mRNA	YJR098C	protein_coding	protein_coding
X	615576	616286	+	YJR099W	YJR099W_mRNA	YJR099W	protein_coding	protein_coding
X	616351	617334	-	YJR100C	YJR100C_mRNA	YJR100C	protein_coding	protein_coding
X	617919	618019	+	tL(UAG)J	tL(UAG)J_tRNA	tL(UAG)J	tRNA	tRNA
X	618234	619034	+	YJR101W	YJR101W_mRNA	YJR101W	protein_coding	protein_coding
X	619157	619765	-	YJR102C	YJR102C_mRNA	VPS25	protein_coding	protein_coding
X	620754	622490	+	YJR103W	YJR103W_mRNA	YJR103W	protein_coding	protein_coding
X	622550	623014	-	YJR104C	YJR104C_mRNA	SOD1	protein_coding	protein_coding
X	623581	624603	+	YJR105W	YJR105W_mRNA	YJR105W	protein_coding	protein_coding
X	624838	627015	+	YJR106W	YJR106W_mRNA	YJR106W	protein_coding	protein_coding
X	627340	628326	+	YJR107W	YJR107W_mRNA	YJR107W	protein_coding	protein_coding
X	628712	629083	+	YJR108W	YJR108W_mRNA	YJR108W	protein_coding	protein_coding
X	629585	632941	-	YJR109C	YJR109C_mRNA	YJR109C	protein_coding	protein_coding
X	633615	635681	+	YJR110W	YJR110W_mRNA	YJR110W	protein_coding	protein_coding
X	635855	636706	-	YJR111C	YJR111C_mRNA	YJR111C	protein_coding	protein_coding
X	637030	637635	+	YJR112W	YJR112W_mRNA	YJR112W	protein_coding	protein_coding
X	637790	638168	+	YJR112W-A	YJR112W-A_mRNA	YJR112W-A	protein_coding	protein_coding
X	638232	638975	-	YJR113C	YJR113C_mRNA	YJR113C	protein_coding	protein_coding
X	638659	639051	+	YJR114W	YJR114W_mRNA	YJR114W	protein_coding	protein_coding
X	639942	640451	+	YJR115W	YJR115W_mRNA	YJR115W	protein_coding	protein_coding
X	640825	641664	+	YJR116W	YJR116W_mRNA	YJR116W	protein_coding	protein_coding
X	642007	643368	+	YJR117W	YJR117W_mRNA	STE24	protein_coding	protein_coding
X	643490	644101	-	YJR118C	YJR118C_mRNA	YJR118C	protein_coding	protein_coding
X	644304	646490	-	YJR119C	YJR119C_mRNA	JHD2	protein_coding	protein_coding
X	647126	647476	+	YJR120W	YJR120W_mRNA	YJR120W	protein_coding	protein_coding
X	647607	649142	+	YJR121W	YJR121W_mRNA	YJR121W	protein_coding	protein_coding
X	649776	651269	+	YJR122W	YJR122W_mRNA	IBA57	protein_coding	protein_coding
X	651901	652578	+	YJR123W	YJR123W_mRNA	RPS5	protein_coding	protein_coding
X	652892	654238	-	YJR124C	YJR124C_mRNA	YJR124C	protein_coding	protein_coding
X	654737	655963	-	YJR125C	YJR125C_mRNA	YJR125C	protein_coding	protein_coding
X	656254	658689	-	YJR126C	YJR126C_mRNA	YJR126C	protein_coding	protein_coding
X	658917	663059	-	YJR127C	YJR127C_mRNA	RSF2	protein_coding	protein_coding
X	662921	663280	+	YJR128W	YJR128W_mRNA	YJR128W	protein_coding	protein_coding
X	663749	663942	+	snR3	snR3_snoRNA	snR3	snoRNA	snoRNA
X	664000	665019	-	YJR129C	YJR129C_mRNA	YJR129C	protein_coding	protein_coding
X	665218	667137	-	YJR130C	YJR130C_mRNA	YJR130C	protein_coding	protein_coding
X	667644	669293	+	YJR131W	YJR131W_mRNA	YJR131W	protein_coding	protein_coding
X	669522	672668	+	YJR132W	YJR132W_mRNA	NMD5	protein_coding	protein_coding
X	672991	673620	+	YJR133W	YJR133W_mRNA	YJR133W	protein_coding	protein_coding
X	673729	675852	-	YJR134C	YJR134C_mRNA	YJR134C	protein_coding	protein_coding
X	676059	676778	-	YJR135C	YJR135C_mRNA	YJR135C	protein_coding	protein_coding
X	676971	677234	+	YJR135W-A	YJR135W-A_mRNA	YJR135W-A	protein_coding	protein_coding
X	677441	678706	-	YJR136C	YJR136C_mRNA	YJR136C	protein_coding	protein_coding
X	678957	683285	-	YJR137C	YJR137C_mRNA	MET5	protein_coding	protein_coding
X	684567	689321	+	YJR138W	YJR138W_mRNA	IML1	protein_coding	protein_coding
X	689445	690524	-	YJR139C	YJR139C_mRNA	YJR139C	protein_coding	protein_coding
X	690750	695696	-	YJR140C	YJR140C_mRNA	HIR3	protein_coding	protein_coding
X	690961	691110	+	YJR140W-A	YJR140W-A_mRNA	YJR140W-A	protein_coding	protein_coding
X	695906	696949	+	YJR141W	YJR141W_mRNA	YJR141W	protein_coding	protein_coding
X	697141	698169	+	YJR142W	YJR142W_mRNA	YJR142W	protein_coding	protein_coding
X	698326	700614	-	YJR143C	YJR143C_mRNA	YJR143C	protein_coding	protein_coding
X	700882	701691	+	YJR144W	YJR144W_mRNA	MGM101	protein_coding	protein_coding
X	702027	703068	-	YJR145C	YJR145C_mRNA	RPS4A	protein_coding	protein_coding
X	703885	704238	+	YJR146W	YJR146W_mRNA	YJR146W	protein_coding	protein_coding
X	704196	705272	+	YJR147W	YJR147W_mRNA	YJR147W	protein_coding	protein_coding
X	705744	706874	+	YJR148W	YJR148W_mRNA	BAT2	protein_coding	protein_coding
X	707160	708374	+	YJR149W	YJR149W_mRNA	YJR149W	protein_coding	protein_coding
X	708811	709707	-	YJR150C	YJR150C_mRNA	DAN1	protein_coding	protein_coding
X	712255	715740	-	YJR151C	YJR151C_mRNA	YJR151C	protein_coding	protein_coding
X	717580	717630	+	YJR151W-A	YJR151W-A_mRNA	YJR151W-A	protein_coding	protein_coding
X	719666	721297	+	YJR152W	YJR152W_mRNA	DAL5	protein_coding	protein_coding
X	722815	723900	+	YJR153W	YJR153W_mRNA	PGU1	protein_coding	protein_coding
X	725784	726824	+	YJR154W	YJR154W_mRNA	YJR154W	protein_coding	protein_coding
X	727405	728271	+	YJR155W	YJR155W_mRNA	YJR155W	protein_coding	protein_coding
X	728574	729596	-	YJR156C	YJR156C_mRNA	YJR156C	protein_coding	protein_coding
X	730515	730877	+	YJR157W	YJR157W_mRNA	YJR157W	protein_coding	protein_coding
X	732440	734143	+	YJR158W	YJR158W_mRNA	YJR158W	protein_coding	protein_coding
X	736044	737117	+	YJR159W	YJR159W_mRNA	SOR1	protein_coding	protein_coding
X	738008	739816	-	YJR160C	YJR160C_mRNA	YJR160C	protein_coding	protein_coding
X	742848	743999	-	YJR161C	YJR161C_mRNA	YJR161C	protein_coding	protein_coding
X	744911	745261	-	YJR162C	YJR162C_mRNA	YJR162C	protein_coding	protein_coding
XI	451	798	+	YKL225W	YKL225W_mRNA	YKL225W	protein_coding	protein_coding
XI	1810	2181	-	YKL224C	YKL224C_mRNA	YKL224C	protein_coding	protein_coding
XI	2389	2721	+	YKL223W	YKL223W_mRNA	YKL223W	protein_coding	protein_coding
XI	3503	5620	-	YKL222C	YKL222C_mRNA	YKL222C	protein_coding	protein_coding
XI	6107	7528	+	YKL221W	YKL221W_mRNA	YKL221W	protein_coding	protein_coding
XI	9091	11226	-	YKL220C	YKL220C_mRNA	YKL220C	protein_coding	protein_coding
XI	14485	15708	+	YKL219W	YKL219W_mRNA	YKL219W	protein_coding	protein_coding
XI	17359	18339	-	YKL218C	YKL218C_mRNA	YKL218C	protein_coding	protein_coding
XI	22234	24084	+	YKL217W	YKL217W_mRNA	YKL217W	protein_coding	protein_coding
XI	25215	26159	+	YKL216W	YKL216W_mRNA	YKL216W	protein_coding	protein_coding
XI	26827	30687	-	YKL215C	YKL215C_mRNA	YKL215C	protein_coding	protein_coding
XI	31082	31693	-	YKL214C	YKL214C_mRNA	YKL214C	protein_coding	protein_coding
XI	31960	34107	-	YKL213C	YKL213C_mRNA	DOA1	protein_coding	protein_coding
XI	34543	36414	+	YKL212W	YKL212W_mRNA	SAC1	protein_coding	protein_coding
XI	36699	38153	-	YKL211C	YKL211C_mRNA	YKL211C	protein_coding	protein_coding
XI	38811	38911	+	snR64	snR64_snoRNA	snR64	snoRNA	snoRNA
XI	39163	42237	+	YKL210W	YKL210W_mRNA	YKL210W	protein_coding	protein_coding
XI	42423	46295	-	YKL209C	YKL209C_mRNA	YKL209C	protein_coding	protein_coding
XI	46735	46806	-	tT(CGU)K	tT(CGU)K_tRNA	tT(CGU)K	tRNA	tRNA
XI	47157	47972	+	YKL208W	YKL208W_mRNA	CBT1	protein_coding	protein_coding
XI	48194	48955	+	YKL207W	YKL207W_mRNA	AIM27	protein_coding	protein_coding
XI	49006	49809	-	YKL206C	YKL206C_mRNA	ADD66	protein_coding	protein_coding
XI	50051	53353	+	YKL205W	YKL205W_mRNA	YKL205W	protein_coding	protein_coding
XI	53704	55602	+	YKL204W	YKL204W_mRNA	YKL204W	protein_coding	protein_coding
XI	55935	63359	-	YKL203C	YKL203C_mRNA	TOR2	protein_coding	protein_coding
XI	63821	64402	+	YKL202W	YKL202W_mRNA	YKL202W	protein_coding	protein_coding
XI	63930	67466	-	YKL201C	YKL201C_mRNA	MNN4	protein_coding	protein_coding
XI	68232	70220	-	YKL198C	YKL198C_mRNA	PTK1	protein_coding	protein_coding
XI	70734	73865	-	YKL197C	YKL197C_mRNA	PEX1	protein_coding	protein_coding
XI	74624	74697	+	tN(GUU)K	tN(GUU)K_tRNA	tN(GUU)K	tRNA	tRNA
XI	74932	75534	-	YKL196C	YKL196C_mRNA	YKL196C	protein_coding	protein_coding
XI	75821	77032	+	YKL195W	YKL195W_mRNA	MIA40	protein_coding	protein_coding
XI	77258	78646	-	YKL194C	YKL194C_mRNA	YKL194C	protein_coding	protein_coding
XI	78866	79882	-	YKL193C	YKL193C_mRNA	SDS22	protein_coding	protein_coding
XI	80160	80537	-	YKL192C	YKL192C_mRNA	YKL192C	protein_coding	protein_coding
XI	81035	82639	+	YKL191W	YKL191W_mRNA	YKL191W	protein_coding	protein_coding
XI	82947	83550	+	YKL190W	YKL190W_mRNA	CNB1	protein_coding	protein_coding
XI	84208	84291	+	tL(UAA)K	tL(UAA)K_tRNA	tL(UAA)K	tRNA	tRNA
XI	84704	85903	+	YKL189W	YKL189W_mRNA	YKL189W	protein_coding	protein_coding
XI	86225	88786	-	YKL188C	YKL188C_mRNA	PXA2	protein_coding	protein_coding
XI	89284	91536	-	YKL187C	YKL187C_mRNA	YKL187C	protein_coding	protein_coding
XI	92744	93298	-	YKL186C	YKL186C_mRNA	YKL186C	protein_coding	protein_coding
XI	94499	96265	+	YKL185W	YKL185W_mRNA	YKL185W	protein_coding	protein_coding
XI	96757	98157	+	YKL184W	YKL184W_mRNA	SPE1	protein_coding	protein_coding
XI	98395	98607	-	YKL183C-A	YKL183C-A_mRNA	YKL183C-A	protein_coding	protein_coding
XI	98721	99641	+	YKL183W	YKL183W_mRNA	YKL183W	protein_coding	protein_coding
XI	100671	106826	+	YKL182W	YKL182W_mRNA	YKL182W	protein_coding	protein_coding
XI	107316	108599	+	YKL181W	YKL181W_mRNA	PRS1	protein_coding	protein_coding
XI	109269	110129	+	YKL180W	YKL180W_mRNA	RPL17A	protein_coding	protein_coding
XI	110464	112503	-	YKL179C	YKL179C_mRNA	YKL179C	protein_coding	protein_coding
XI	113215	114627	-	YKL178C	YKL178C_mRNA	STE3	protein_coding	protein_coding
XI	114356	114694	+	YKL177W	YKL177W_mRNA	YKL177W	protein_coding	protein_coding
XI	115500	117986	-	YKL176C	YKL176C_mRNA	YKL176C	protein_coding	protein_coding
XI	118793	120304	+	YKL175W	YKL175W_mRNA	YKL175W	protein_coding	protein_coding
XI	120380	122236	-	YKL174C	YKL174C_mRNA	YKL174C	protein_coding	protein_coding
XI	122517	125543	+	YKL173W	YKL173W_mRNA	SNU114	protein_coding	protein_coding
XI	125759	127042	+	YKL172W	YKL172W_mRNA	YKL172W	protein_coding	protein_coding
XI	127475	130261	+	YKL171W	YKL171W_mRNA	YKL171W	protein_coding	protein_coding
XI	130634	131050	+	YKL170W	YKL170W_mRNA	MRPL38	protein_coding	protein_coding
XI	130685	131068	-	YKL169C	YKL169C_mRNA	YKL169C	protein_coding	protein_coding
XI	131288	133462	-	YKL168C	YKL168C_mRNA	YKL168C	protein_coding	protein_coding
XI	133721	134134	-	YKL167C	YKL167C_mRNA	YKL167C	protein_coding	protein_coding
XI	134509	135705	-	YKL166C	YKL166C_mRNA	YKL166C	protein_coding	protein_coding
XI	135790	136023	-	YKL165C-A	YKL165C-A_mRNA	YKL165C-A	protein_coding	protein_coding
XI	137932	140691	-	YKL165C	YKL165C_mRNA	MCD4	protein_coding	protein_coding
XI	141018	141089	-	tE(UUC)K	tE(UUC)K_tRNA	tE(UUC)K	tRNA	tRNA
XI	141794	142819	-	YKL164C	YKL164C_mRNA	PIR1	protein_coding	protein_coding
XI	144401	145378	+	YKL163W	YKL163W_mRNA	PIR3	protein_coding	protein_coding
XI	145922	146074	-	YKL162C-A	YKL162C-A_mRNA	YKL162C-A	protein_coding	protein_coding
XI	147630	148838	-	YKL162C	YKL162C_mRNA	YKL162C	protein_coding	protein_coding
XI	149386	150687	-	YKL161C	YKL161C_mRNA	KDX1	protein_coding	protein_coding
XI	153269	153706	+	YKL160W	YKL160W_mRNA	YKL160W	protein_coding	protein_coding
XI	153816	154451	-	YKL159C	YKL159C_mRNA	YKL159C	protein_coding	protein_coding
XI	154991	158232	+	YKL157W	YKL157W_mRNA	APE2	protein_coding	protein_coding
XI	158613	159212	+	YKL156W	YKL156W_mRNA	RPS27A	protein_coding	protein_coding
XI	158975	159091	-	YKL156C-A	YKL156C-A_mRNA	YKL156C-A	protein_coding	protein_coding
XI	159456	161342	-	YKL155C	YKL155C_mRNA	YKL155C	protein_coding	protein_coding
XI	161601	162335	+	YKL154W	YKL154W_mRNA	YKL154W	protein_coding	protein_coding
XI	162487	162558	-	tR(UCU)K	tR(UCU)K_tRNA	tR(UCU)K	tRNA	tRNA
XI	163600	164109	+	YKL153W	YKL153W_mRNA	YKL153W	protein_coding	protein_coding
XI	163642	164385	-	YKL152C	YKL152C_mRNA	YKL152C	protein_coding	protein_coding
XI	164917	165930	-	YKL151C	YKL151C_mRNA	YKL151C	protein_coding	protein_coding
XI	166544	167452	+	YKL150W	YKL150W_mRNA	YKL150W	protein_coding	protein_coding
XI	167612	168829	-	YKL149C	YKL149C_mRNA	DBR1	protein_coding	protein_coding
XI	169207	171129	-	YKL148C	YKL148C_mRNA	SDH1	protein_coding	protein_coding
XI	171551	172168	-	YKL147C	YKL147C_mRNA	YKL147C	protein_coding	protein_coding
XI	171783	173861	+	YKL146W	YKL146W_mRNA	YKL146W	protein_coding	protein_coding
XI	174213	175616	+	YKL145W	YKL145W_mRNA	RPT1	protein_coding	protein_coding
XI	174958	175050	+	YKL145W-A	YKL145W-A_mRNA	YKL145W-A	protein_coding	protein_coding
XI	175843	176481	-	YKL144C	YKL144C_mRNA	RPC25	protein_coding	protein_coding
XI	176781	178172	+	YKL143W	YKL143W_mRNA	LTV1	protein_coding	protein_coding
XI	178515	179174	+	YKL142W	YKL142W_mRNA	MRP8	protein_coding	protein_coding
XI	179667	180263	+	YKL141W	YKL141W_mRNA	SDH3	protein_coding	protein_coding
XI	180779	182425	+	YKL140W	YKL140W_mRNA	TGL1	protein_coding	protein_coding
XI	182958	184544	+	YKL139W	YKL139W_mRNA	YKL139W	protein_coding	protein_coding
XI	184803	185012	-	YKL138C-A	YKL138C-A_mRNA	YKL138C-A	protein_coding	protein_coding
XI	185286	185681	-	YKL138C	YKL138C_mRNA	MRPL31	protein_coding	protein_coding
XI	185957	186292	+	YKL137W	YKL137W_mRNA	YKL137W	protein_coding	protein_coding
XI	186416	186814	+	YKL136W	YKL136W_mRNA	YKL136W	protein_coding	protein_coding
XI	186460	188640	-	YKL135C	YKL135C_mRNA	YKL135C	protein_coding	protein_coding
XI	189124	191442	-	YKL134C	YKL134C_mRNA	OCT1	protein_coding	protein_coding
XI	191679	193070	-	YKL133C	YKL133C_mRNA	YKL133C	protein_coding	protein_coding
XI	193574	194866	-	YKL132C	YKL132C_mRNA	YKL132C	protein_coding	protein_coding
XI	194478	194999	+	YKL131W	YKL131W_mRNA	YKL131W	protein_coding	protein_coding
XI	195288	196028	-	YKL130C	YKL130C_mRNA	YKL130C	protein_coding	protein_coding
XI	196349	200167	-	YKL129C	YKL129C_mRNA	YKL129C	protein_coding	protein_coding
XI	200884	201771	-	YKL128C	YKL128C_mRNA	YKL128C	protein_coding	protein_coding
XI	202999	203071	+	tK(CUU)K	tK(CUU)K_tRNA	tK(CUU)K	tRNA	tRNA
XI	203541	205253	+	YKL127W	YKL127W_mRNA	YKL127W	protein_coding	protein_coding
XI	205707	207749	+	YKL126W	YKL126W_mRNA	YPK1	protein_coding	protein_coding
XI	208247	210130	+	YKL125W	YKL125W_mRNA	YKL125W	protein_coding	protein_coding
XI	210593	212332	+	YKL124W	YKL124W_mRNA	SSH4	protein_coding	protein_coding
XI	212043	212423	+	YKL123W	YKL123W_mRNA	YKL123W	protein_coding	protein_coding
XI	212495	212998	-	YKL122C	YKL122C_mRNA	YKL122C	protein_coding	protein_coding
XI	214142	216700	+	YKL121W	YKL121W_mRNA	YKL121W	protein_coding	protein_coding
XI	217344	218318	+	YKL120W	YKL120W_mRNA	YKL120W	protein_coding	protein_coding
XI	218570	219217	-	YKL119C	YKL119C_mRNA	VPH2	protein_coding	protein_coding
XI	219126	219437	+	YKL118W	YKL118W_mRNA	YKL118W	protein_coding	protein_coding
XI	219895	219967	+	tA(AGC)K1	tA(AGC)K1_tRNA	tA(AGC)K1	tRNA	tRNA
XI	220324	220974	+	YKL117W	YKL117W_mRNA	YKL117W	protein_coding	protein_coding
XI	221344	222900	-	YKL116C	YKL116C_mRNA	YKL116C	protein_coding	protein_coding
XI	222893	223285	-	YKL115C	YKL115C_mRNA	YKL115C	protein_coding	protein_coding
XI	223352	224455	-	YKL114C	YKL114C_mRNA	YKL114C	protein_coding	protein_coding
XI	224727	225875	-	YKL113C	YKL113C_mRNA	RAD27	protein_coding	protein_coding
XI	226570	228765	+	YKL112W	YKL112W_mRNA	ABF1	protein_coding	protein_coding
XI	228464	228799	-	YKL111C	YKL111C_mRNA	YKL111C	protein_coding	protein_coding
XI	228939	229880	-	YKL110C	YKL110C_mRNA	KTI12	protein_coding	protein_coding
XI	232227	233891	+	YKL109W	YKL109W_mRNA	YKL109W	protein_coding	protein_coding
XI	234426	235787	+	YKL108W	YKL108W_mRNA	SLD2	protein_coding	protein_coding
XI	236141	237070	+	YKL107W	YKL107W_mRNA	YKL107W	protein_coding	protein_coding
XI	237147	237266	-	YKL106C-A	YKL106C-A_mRNA	YKL106C-A	protein_coding	protein_coding
XI	237536	238891	+	YKL106W	YKL106W_mRNA	YKL106W	protein_coding	protein_coding
XI	239185	242583	-	YKL105C	YKL105C_mRNA	YKL105C	protein_coding	protein_coding
XI	243220	245373	-	YKL104C	YKL104C_mRNA	YKL104C	protein_coding	protein_coding
XI	246138	247682	-	YKL103C	YKL103C_mRNA	LAP4	protein_coding	protein_coding
XI	248062	248367	-	YKL102C	YKL102C_mRNA	YKL102C	protein_coding	protein_coding
XI	248920	253476	+	YKL101W	YKL101W_mRNA	HSL1	protein_coding	protein_coding
XI	253697	255460	-	YKL100C	YKL100C_mRNA	YKL100C	protein_coding	protein_coding
XI	254159	254248	+	YKL100W-A	YKL100W-A_mRNA	YKL100W-A	protein_coding	protein_coding
XI	255720	256472	-	YKL099C	YKL099C_mRNA	YKL099C	protein_coding	protein_coding
XI	256770	257843	+	YKL098W	YKL098W_mRNA	YKL098W	protein_coding	protein_coding
XI	258503	258913	-	YKL097C	YKL097C_mRNA	YKL097C	protein_coding	protein_coding
XI	259073	259222	-	YKL096C-B	YKL096C-B_mRNA	YKL096C-B	protein_coding	protein_coding
XI	259253	259531	+	YKL096W-A	YKL096W-A_mRNA	CWP2	protein_coding	protein_coding
XI	261132	261851	+	YKL096W	YKL096W_mRNA	CWP1	protein_coding	protein_coding
XI	262277	263113	+	YKL095W	YKL095W_mRNA	YJU2	protein_coding	protein_coding
XI	263349	264290	+	YKL094W	YKL094W_mRNA	YKL094W	protein_coding	protein_coding
XI	264789	265808	+	YKL093W	YKL093W_mRNA	YKL093W	protein_coding	protein_coding
XI	266145	269459	-	YKL092C	YKL092C_mRNA	BUD2	protein_coding	protein_coding
XI	269718	270650	-	YKL091C	YKL091C_mRNA	YKL091C	protein_coding	protein_coding
XI	271878	273209	+	YKL090W	YKL090W_mRNA	YKL090W	protein_coding	protein_coding
XI	273394	275043	+	YKL089W	YKL089W_mRNA	YKL089W	protein_coding	protein_coding
XI	275283	276998	+	YKL088W	YKL088W_mRNA	YKL088W	protein_coding	protein_coding
XI	277189	277863	-	YKL087C	YKL087C_mRNA	CYT2	protein_coding	protein_coding
XI	278281	278664	+	YKL086W	YKL086W_mRNA	YKL086W	protein_coding	protein_coding
XI	279123	280127	+	YKL085W	YKL085W_mRNA	YKL085W	protein_coding	protein_coding
XI	280509	280859	+	YKL084W	YKL084W_mRNA	YKL084W	protein_coding	protein_coding
XI	280921	281535	+	YKL083W	YKL083W_mRNA	YKL083W	protein_coding	protein_coding
XI	281025	282329	-	YKL082C	YKL082C_mRNA	YKL082C	protein_coding	protein_coding
XI	282891	284455	+	YKL081W	YKL081W_mRNA	TEF4	protein_coding	protein_coding
XI	283185	283279	+	snR38	snR38_snoRNA	snR38	snoRNA	snoRNA
XI	285030	286208	+	YKL080W	YKL080W_mRNA	VMA5	protein_coding	protein_coding
XI	286603	288573	+	YKL079W	YKL079W_mRNA	YKL079W	protein_coding	protein_coding
XI	288845	291052	+	YKL078W	YKL078W_mRNA	YKL078W	protein_coding	protein_coding
XI	291453	292631	+	YKL077W	YKL077W_mRNA	YKL077W	protein_coding	protein_coding
XI	292838	293221	-	YKL076C	YKL076C_mRNA	YKL076C	protein_coding	protein_coding
XI	292956	294308	-	YKL075C	YKL075C_mRNA	YKL075C	protein_coding	protein_coding
XI	294610	296193	-	YKL074C	YKL074C_mRNA	YKL074C	protein_coding	protein_coding
XI	296430	299075	+	YKL073W	YKL073W_mRNA	LHS1	protein_coding	protein_coding
XI	299582	301882	+	YKL072W	YKL072W_mRNA	YKL072W	protein_coding	protein_coding
XI	302918	303023	+	tW(CCA)K	tW(CCA)K_tRNA	tW(CCA)K	tRNA	tRNA
XI	305114	305884	+	YKL071W	YKL071W_mRNA	YKL071W	protein_coding	protein_coding
XI	306211	306720	+	YKL070W	YKL070W_mRNA	YKL070W	protein_coding	protein_coding
XI	307285	307827	+	YKL069W	YKL069W_mRNA	YKL069W	protein_coding	protein_coding
XI	308144	308217	-	tV(AAC)K1	tV(AAC)K1_tRNA	tV(AAC)K1	tRNA	tRNA
